,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.9651259809718016,0.9999919077551657,0.8806785654552003,0.0006060957281330825,0.00020598929972381885,0.008860192636935715,0.005209085063094476
PartialOrder__Hamming__None,0.9651259809718016,1.0,0.8806785654552003,0.9999919077551657,0.032289048144192756,0.014700606216242806,0.194431480348923,0.13959865792381265
PartialOrder__Subset__2,0.9999919077551657,0.8806785654552003,1.0,0.7285069115747339,0.00016477967952732708,5.205323289547703e-05,0.00298916397343274,0.001675104890278556
PartialOrder__Subset__None,0.8806785654552003,0.9999919077551657,0.7285069115747339,1.0,0.07522808279555193,0.03746090710086247,0.34359272781772476,0.26258510763070086
PreOrder__Hamming__2,0.0006060957281330825,0.032289048144192756,0.00016477967952732708,0.07522808279555193,1.0,0.9999976994786531,0.9976628390369632,0.9995111282241793
PreOrder__Hamming__None,0.00020598929972381885,0.014700606216242806,5.205323289547703e-05,0.03746090710086247,0.9999976994786531,1.0,0.9848217110196418,0.9946029241564981
PreOrder__Subset__2,0.008860192636935715,0.194431480348923,0.00298916397343274,0.34359272781772476,0.9976628390369632,0.9848217110196418,1.0,0.9999999338418616
PreOrder__Subset__None,0.005209085063094476,0.13959865792381265,0.001675104890278556,0.26258510763070086,0.9995111282241793,0.9946029241564981,0.9999999338418616,1.0
