algorithm,avg_rank
ecc,1.375
clr,2.625
PartialOrder__Hamming__2,7.375
PartialOrder__Hamming__None,7.375
PreOrder__Hamming__2,7.375
PreOrder__Hamming__None,7.375
PartialOrder__Subset__2,7.375
PartialOrder__Subset__None,7.375
PreOrder__Subset__None,7.375
PreOrder__Subset__2,7.375
br,7.625
cc,8.625
lp,11.75
mlknn,14.0
