algorithm,avg_rank
PartialOrder__Hamming__None,1.6875
PartialOrder__Subset__None,1.8125
PartialOrder__Hamming__2,3.6875
PartialOrder__Subset__2,4.3125
PreOrder__Hamming__None,4.75
PreOrder__Subset__None,5.3125
PreOrder__Hamming__2,7.375
PreOrder__Subset__2,8.6875
lp,8.75
mlknn,10.75
ecc,10.875
br,11.5
cc,11.5
clr,14.0
