,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9999603737648747,0.9999999999995828,0.9999073889320093,0.8517792631878888,0.9690125423075124,0.8798852374795941,0.977999276231552,0.013635141678232654,0.010927476248342782,0.8662735320762012,0.006922355251739565,0.8364179611477944,0.5991280490098098
PartialOrder__Hamming__None,0.9999603737648747,1.0,0.9999982412543745,1.0,0.3212582042915939,0.5767394235048646,0.35999673810951527,0.6213692419263186,0.0005442489538346473,0.00041256244528586894,0.34035006873809137,0.0002342723104022948,0.3027525196037477,0.13166261418706426
PartialOrder__Subset__2,0.9999999999995828,0.9999982412543745,1.0,0.9999944539027681,0.7476495877387992,0.9254505839929961,0.7853957753690319,0.9430586072825576,0.006922355251739565,0.005472479302593758,0.7668648862211358,0.0033752216829040504,0.7278048800674135,0.4651166784152555
PartialOrder__Subset__None,0.9999073889320093,1.0,0.9999944539027681,1.0,0.28485955398145046,0.5318137731112567,0.3212582042915939,0.5767394235048646,0.00041256244528586894,0.00031150086762454787,0.3027525196037477,0.00017550464692950296,0.26760109203991544,0.11224263012656566
PreOrder__Hamming__2,0.8517792631878888,0.3212582042915939,0.7476495877387992,0.28485955398145046,1.0,0.9999999969648584,1.0,0.9999999787302003,0.8364179611477944,0.8031927740413913,1.0,0.7278048800674135,1.0,0.9999999916402995
PreOrder__Hamming__None,0.9690125423075124,0.5767394235048646,0.9254505839929961,0.5318137731112567,0.9999999969648584,1.0,0.9999999997022853,1.0,0.5991280490098098,0.5542770893980762,0.9999999989956464,0.4651166784152555,0.9999999916402995,0.9999748732092666
PreOrder__Subset__2,0.8798852374795941,0.35999673810951527,0.7853957753690319,0.3212582042915939,1.0,0.9999999997022853,1.0,0.9999999969648584,0.8031927740413913,0.7668648862211358,1.0,0.686471066532405,1.0,0.9999999494723731
PreOrder__Subset__None,0.977999276231552,0.6213692419263186,0.9430586072825576,0.5767394235048646,0.9999999787302003,1.0,0.9999999969648584,1.0,0.5542770893980762,0.5094205407151863,0.9999999916402995,0.42187906883600523,0.9999999494723731,0.9999388186168536
br,0.013635141678232654,0.0005442489538346473,0.006922355251739565,0.00041256244528586894,0.8364179611477944,0.5991280490098098,0.8031927740413913,0.5542770893980762,1.0,1.0,0.8202124659188528,0.9999999999995828,0.8517792631878888,0.9690125423075124
cc,0.010927476248342782,0.00041256244528586894,0.005472479302593758,0.00031150086762454787,0.8031927740413913,0.5542770893980762,0.7668648862211358,0.5094205407151863,1.0,1.0,0.7853957753690319,0.9999999999999978,0.8202124659188528,0.9574809186251434
clr,0.8662735320762012,0.34035006873809137,0.7668648862211358,0.3027525196037477,1.0,0.9999999989956464,1.0,0.9999999916402995,0.8202124659188528,0.7853957753690319,1.0,0.7073906644652708,1.0,0.9999999787302003
ecc,0.006922355251739565,0.0002342723104022948,0.0033752216829040504,0.00017550464692950296,0.7278048800674135,0.4651166784152555,0.686471066532405,0.42187906883600523,0.9999999999995828,0.9999999999999978,0.7073906644652708,1.0,0.7476495877387992,0.9254505839929961
lp,0.8364179611477944,0.3027525196037477,0.7278048800674135,0.26760109203991544,1.0,0.9999999916402995,1.0,0.9999999494723731,0.8517792631878888,0.8202124659188528,1.0,0.7476495877387992,1.0,0.9999999969648584
mlknn,0.5991280490098098,0.13166261418706426,0.4651166784152555,0.11224263012656566,0.9999999916402995,0.9999748732092666,0.9999999494723731,0.9999388186168536,0.9690125423075124,0.9574809186251434,0.9999999787302003,0.9254505839929961,0.9999999969648584,1.0
