algorithm,avg_rank
PreOrder__Hamming__None,3.625
lp,3.625
PreOrder__Subset__None,3.75
PreOrder__Hamming__2,6.0
PartialOrder__Hamming__None,6.25
PartialOrder__Hamming__2,6.375
PartialOrder__Subset__None,6.8125
PartialOrder__Subset__2,6.875
mlknn,7.0
PreOrder__Subset__2,7.5
ecc,10.875
cc,10.9375
br,11.375
clr,14.0
