algorithm,avg_rank
ecc,1.625
clr,2.375
PartialOrder__Hamming__2,7.375
PartialOrder__Hamming__None,7.375
PreOrder__Hamming__2,7.375
PreOrder__Hamming__None,7.375
PartialOrder__Subset__2,7.375
PartialOrder__Subset__None,7.375
PreOrder__Subset__None,7.375
PreOrder__Subset__2,7.375
br,7.625
cc,9.75
lp,10.625
mlknn,14.0
