algorithm,avg_rank
PreOrder__Subset__2,3.75
PreOrder__Hamming__2,3.75
br,4.375
cc,4.625
ecc,4.625
PreOrder__Hamming__None,6.4375
PreOrder__Subset__None,6.8125
mlknn,7.0
lp,8.25
PartialOrder__Hamming__2,9.6875
PartialOrder__Subset__2,10.4375
PartialOrder__Hamming__None,11.3125
PartialOrder__Subset__None,11.5625
clr,12.375
