,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
br,0.9999603737648747,0.9999603737648747,0.9999603737648747,0.9999603737648747,0.9999603737648747,0.9999603737648747,0.9999603737648747,0.9999603737648747,1.0,0.9958819669439543,0.10341407454071638,0.28485955398145046,0.9999603737648747,0.5767394235048646
cc,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9958819669439543,1.0,0.8202124659188528,0.9690125423075124,0.9999999787302003,0.03480400222536839
clr,0.5318137731112567,0.5318137731112567,0.5318137731112567,0.5318137731112567,0.5318137731112567,0.5318137731112567,0.5318137731112567,0.5318137731112567,0.10341407454071638,0.8202124659188528,1.0,0.9999999787302003,0.5318137731112567,6.727020908647852e-06
ecc,0.8202124659188528,0.8202124659188528,0.8202124659188528,0.8202124659188528,0.8202124659188528,0.8202124659188528,0.8202124659188528,0.8202124659188528,0.28485955398145046,0.9690125423075124,0.9999999787302003,1.0,0.8202124659188528,6.196068596697746e-05
lp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999603737648747,0.9999999787302003,0.5318137731112567,0.8202124659188528,1.0,0.12165239270087158
mlknn,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.5767394235048646,0.03480400222536839,6.727020908647852e-06,6.196068596697746e-05,0.12165239270087158,1.0
