algorithm,avg_rank
PartialOrder__Subset__None,2.1875
PartialOrder__Hamming__None,2.25
PreOrder__Subset__None,3.9375
PreOrder__Hamming__None,4.1875
PartialOrder__Hamming__2,5.0
PartialOrder__Subset__2,5.0625
PreOrder__Hamming__2,6.6875
PreOrder__Subset__2,8.5625
lp,8.625
mlknn,10.75
cc,11.0625
ecc,11.1875
br,11.5
clr,14.0
