algorithm,avg_rank
ecc,2.75
cc,2.8125
br,4.4375
lp,5.125
PreOrder__Hamming__2,6.0625
mlknn,6.375
PreOrder__Subset__2,6.5625
PreOrder__Hamming__None,8.25
PreOrder__Subset__None,8.375
clr,8.75
PartialOrder__Subset__2,10.3125
PartialOrder__Hamming__2,10.6875
PartialOrder__Hamming__None,12.1875
PartialOrder__Subset__None,12.3125
