,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,0.9999999997022853,1.0,0.9992166671806773,0.7073906644652708,0.9999999999829716,0.904435500537061,0.9999999787302003,0.9999999969648584,0.14229106593968943,1.0,0.9958819669439543,0.9690125423075124
PartialOrder__Hamming__None,1.0,1.0,0.9999999997022853,1.0,0.9992166671806773,0.7073906644652708,0.9999999999829716,0.904435500537061,0.9999999787302003,0.9999999969648584,0.14229106593968943,1.0,0.9958819669439543,0.9690125423075124
PartialOrder__Subset__2,0.9999999997022853,0.9999999997022853,1.0,0.9999999969648584,0.9898314189634262,0.4871661863379778,0.999999514605018,0.7476495877387992,0.9999999999999978,1.0,0.28485955398145046,0.9999999999829716,0.9997990318849446,0.9958819669439543
PartialOrder__Subset__None,1.0,1.0,0.9999999969648584,1.0,0.9995915124698332,0.7476495877387992,0.9999999999995828,0.9254505839929961,0.9999998869625356,0.9999999787302003,0.12165239270087158,0.9999999999999978,0.993412019440266,0.9574809186251434
PreOrder__Hamming__2,0.9992166671806773,0.9992166671806773,0.9898314189634262,0.9995915124698332,1.0,0.9985742647247772,0.9999603737648747,0.9999844263185558,0.977999276231552,0.9848135790459124,0.00485765593309051,0.9985742647247772,0.6213692419263186,0.4008046928405046
PreOrder__Hamming__None,0.7073906644652708,0.7073906644652708,0.4871661863379778,0.7476495877387992,0.9985742647247772,1.0,0.8517792631878888,0.9999999969648584,0.4008046928405046,0.44333466887770245,3.347147368493175e-05,0.665113714458678,0.06144670058040813,0.02322920779196591
PreOrder__Subset__2,0.9999999999829716,0.9999999999829716,0.999999514605018,0.9999999999995828,0.9999603737648747,0.8517792631878888,1.0,0.9690125423075124,0.9999944539027681,0.9999982412543745,0.07348940567576567,0.9999999997022853,0.977999276231552,0.904435500537061
PreOrder__Subset__None,0.904435500537061,0.904435500537061,0.7476495877387992,0.9254505839929961,0.9999844263185558,0.9999999969648584,0.9690125423075124,1.0,0.665113714458678,0.7073906644652708,0.000202869011248219,0.8798852374795941,0.16546468171002138,0.07348940567576567
br,0.9999999787302003,0.9999999787302003,0.9999999999999978,0.9999998869625356,0.977999276231552,0.4008046928405046,0.9999944539027681,0.665113714458678,1.0,1.0,0.35999673810951527,0.9999999969648584,0.9999603737648747,0.9985742647247772
cc,0.9999999969648584,0.9999999969648584,1.0,0.9999999787302003,0.9848135790459124,0.44333466887770245,0.9999982412543745,0.7073906644652708,1.0,1.0,0.3212582042915939,0.9999999997022853,0.9999073889320093,0.9975245186835158
clr,0.14229106593968943,0.14229106593968943,0.28485955398145046,0.12165239270087158,0.00485765593309051,3.347147368493175e-05,0.07348940567576567,0.000202869011248219,0.35999673810951527,0.3212582042915939,1.0,0.16546468171002138,0.8798852374795941,0.9690125423075124
ecc,1.0,1.0,0.9999999999829716,0.9999999999999978,0.9985742647247772,0.665113714458678,0.9999999997022853,0.8798852374795941,0.9999999969648584,0.9999999997022853,0.16546468171002138,1.0,0.9975245186835158,0.977999276231552
lp,0.9958819669439543,0.9958819669439543,0.9997990318849446,0.993412019440266,0.6213692419263186,0.06144670058040813,0.977999276231552,0.16546468171002138,0.9999603737648747,0.9999073889320093,0.8798852374795941,0.9975245186835158,1.0,0.9999999997022853
mlknn,0.9690125423075124,0.9690125423075124,0.9958819669439543,0.9574809186251434,0.4008046928405046,0.02322920779196591,0.904435500537061,0.07348940567576567,0.9985742647247772,0.9975245186835158,0.9690125423075124,0.977999276231552,0.9999999997022853,1.0
