,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
br,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993412019440266,0.9999999999995828,0.665113714458678,0.7476495877387992,0.07348940567576567
cc,0.993412019440266,0.993412019440266,0.993412019440266,0.993412019440266,0.993412019440266,0.993412019440266,0.993412019440266,0.993412019440266,0.993412019440266,1.0,0.9985742647247772,0.9997990318849446,0.06144670058040813,0.0006241669942976813
clr,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9985742647247772,1.0,0.7853957753690319,0.6213692419263186,0.042282471135990485
ecc,0.665113714458678,0.665113714458678,0.665113714458678,0.665113714458678,0.665113714458678,0.665113714458678,0.665113714458678,0.665113714458678,0.665113714458678,0.9997990318849446,0.7853957753690319,1.0,0.0023225320242084013,6.727020908647852e-06
lp,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.7476495877387992,0.06144670058040813,0.6213692419263186,0.0023225320242084013,1.0,0.9958819669439543
mlknn,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.0006241669942976813,0.042282471135990485,6.727020908647852e-06,0.9958819669439543,1.0
