proposed,baseline,wins,ties,losses,n,ptype,metric,noise
ecc,cc,8,0,0,8,ScoreVector,auprc_macro,0.2
ecc,clr,2,0,6,8,ScoreVector,auprc_macro,0.2
lp,br,3,0,5,8,ScoreVector,auprc_macro,0.2
lp,cc,4,0,4,8,ScoreVector,auprc_macro,0.2
lp,clr,0,0,8,8,ScoreVector,auprc_macro,0.2
mlknn,br,0,0,8,8,ScoreVector,auprc_macro,0.2
mlknn,cc,0,0,8,8,ScoreVector,auprc_macro,0.2
mlknn,clr,0,0,8,8,ScoreVector,auprc_macro,0.2
PartialOrder__Hamming__2,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PartialOrder__Hamming__2,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PartialOrder__Hamming__2,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PartialOrder__Hamming__None,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PartialOrder__Hamming__None,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PartialOrder__Hamming__None,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PartialOrder__Subset__2,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PartialOrder__Subset__2,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PartialOrder__Subset__2,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PartialOrder__Subset__None,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PartialOrder__Subset__None,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PartialOrder__Subset__None,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PreOrder__Hamming__2,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PreOrder__Hamming__2,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PreOrder__Hamming__2,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PreOrder__Hamming__None,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PreOrder__Hamming__None,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PreOrder__Hamming__None,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PreOrder__Subset__2,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PreOrder__Subset__2,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PreOrder__Subset__2,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PreOrder__Subset__None,br,3,0,5,8,ScoreVector,auprc_macro,0.3
PreOrder__Subset__None,cc,3,1,4,8,ScoreVector,auprc_macro,0.3
PreOrder__Subset__None,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
ecc,br,7,0,1,8,ScoreVector,auprc_macro,0.3
ecc,cc,8,0,0,8,ScoreVector,auprc_macro,0.3
ecc,clr,2,0,6,8,ScoreVector,auprc_macro,0.3
lp,br,1,0,7,8,ScoreVector,auprc_macro,0.3
lp,cc,2,0,6,8,ScoreVector,auprc_macro,0.3
lp,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
mlknn,br,0,0,8,8,ScoreVector,auprc_macro,0.3
mlknn,cc,0,0,8,8,ScoreVector,auprc_macro,0.3
mlknn,clr,0,0,8,8,ScoreVector,auprc_macro,0.3
PartialOrder__Hamming__2,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PartialOrder__Hamming__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PartialOrder__Hamming__2,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PartialOrder__Hamming__None,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PartialOrder__Hamming__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PartialOrder__Hamming__None,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PartialOrder__Subset__2,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PartialOrder__Subset__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PartialOrder__Subset__2,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PartialOrder__Subset__None,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PartialOrder__Subset__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PartialOrder__Subset__None,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PreOrder__Hamming__2,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PreOrder__Hamming__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PreOrder__Hamming__2,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PreOrder__Hamming__None,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PreOrder__Hamming__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PreOrder__Hamming__None,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PreOrder__Subset__2,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PreOrder__Subset__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PreOrder__Subset__2,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
PreOrder__Subset__None,br,0,8,0,8,ScoreVector,auprc_micro,0.0
PreOrder__Subset__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
PreOrder__Subset__None,clr,5,0,3,8,ScoreVector,auprc_micro,0.0
ecc,br,8,0,0,8,ScoreVector,auprc_micro,0.0
ecc,cc,7,0,1,8,ScoreVector,auprc_micro,0.0
ecc,clr,8,0,0,8,ScoreVector,auprc_micro,0.0
lp,br,3,0,5,8,ScoreVector,auprc_micro,0.0
lp,cc,3,0,5,8,ScoreVector,auprc_micro,0.0
lp,clr,6,0,2,8,ScoreVector,auprc_micro,0.0
mlknn,br,0,0,8,8,ScoreVector,auprc_micro,0.0
mlknn,cc,0,0,8,8,ScoreVector,auprc_micro,0.0
mlknn,clr,0,0,8,8,ScoreVector,auprc_micro,0.0
PartialOrder__Hamming__2,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PartialOrder__Hamming__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PartialOrder__Hamming__2,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PartialOrder__Hamming__None,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PartialOrder__Hamming__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PartialOrder__Hamming__None,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PartialOrder__Subset__2,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PartialOrder__Subset__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PartialOrder__Subset__2,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PartialOrder__Subset__None,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PartialOrder__Subset__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PartialOrder__Subset__None,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PreOrder__Hamming__2,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PreOrder__Hamming__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PreOrder__Hamming__2,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PreOrder__Hamming__None,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PreOrder__Hamming__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PreOrder__Hamming__None,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PreOrder__Subset__2,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PreOrder__Subset__2,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PreOrder__Subset__2,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
PreOrder__Subset__None,br,5,0,3,8,ScoreVector,auprc_micro,0.1
PreOrder__Subset__None,cc,3,0,5,8,ScoreVector,auprc_micro,0.1
PreOrder__Subset__None,clr,1,0,7,8,ScoreVector,auprc_micro,0.1
ecc,br,8,0,0,8,ScoreVector,auprc_micro,0.1
ecc,cc,8,0,0,8,ScoreVector,auprc_micro,0.1
ecc,clr,4,0,4,8,ScoreVector,auprc_micro,0.1
lp,br,4,0,4,8,ScoreVector,auprc_micro,0.1
lp,cc,4,0,4,8,ScoreVector,auprc_micro,0.1
lp,clr,2,0,6,8,ScoreVector,auprc_micro,0.1
mlknn,br,0,0,8,8,ScoreVector,auprc_micro,0.1
mlknn,cc,0,0,8,8,ScoreVector,auprc_micro,0.1
mlknn,clr,0,0,8,8,ScoreVector,auprc_micro,0.1
PartialOrder__Hamming__2,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PartialOrder__Hamming__2,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PartialOrder__Hamming__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PartialOrder__Hamming__None,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PartialOrder__Hamming__None,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PartialOrder__Hamming__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PartialOrder__Subset__2,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PartialOrder__Subset__2,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PartialOrder__Subset__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PartialOrder__Subset__None,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PartialOrder__Subset__None,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PartialOrder__Subset__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PreOrder__Hamming__2,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PreOrder__Hamming__2,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PreOrder__Hamming__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PreOrder__Hamming__None,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PreOrder__Hamming__None,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PreOrder__Hamming__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PreOrder__Subset__2,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PreOrder__Subset__2,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PreOrder__Subset__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PreOrder__Subset__None,br,3,0,5,8,ScoreVector,auprc_micro,0.2
PreOrder__Subset__None,cc,5,0,3,8,ScoreVector,auprc_micro,0.2
PreOrder__Subset__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
ecc,br,8,0,0,8,ScoreVector,auprc_micro,0.2
ecc,cc,8,0,0,8,ScoreVector,auprc_micro,0.2
ecc,clr,3,0,5,8,ScoreVector,auprc_micro,0.2
lp,br,6,0,2,8,ScoreVector,auprc_micro,0.2
lp,cc,6,0,2,8,ScoreVector,auprc_micro,0.2
lp,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
mlknn,br,0,0,8,8,ScoreVector,auprc_micro,0.2
mlknn,cc,0,0,8,8,ScoreVector,auprc_micro,0.2
mlknn,clr,0,0,8,8,ScoreVector,auprc_micro,0.2
PartialOrder__Hamming__2,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PartialOrder__Hamming__2,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PartialOrder__Hamming__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PartialOrder__Hamming__None,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PartialOrder__Hamming__None,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PartialOrder__Hamming__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PartialOrder__Subset__2,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PartialOrder__Subset__2,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PartialOrder__Subset__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PartialOrder__Subset__None,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PartialOrder__Subset__None,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PartialOrder__Subset__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PreOrder__Hamming__2,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PreOrder__Hamming__2,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PreOrder__Hamming__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PreOrder__Hamming__None,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PreOrder__Hamming__None,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PreOrder__Hamming__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PreOrder__Subset__2,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PreOrder__Subset__2,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PreOrder__Subset__2,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PreOrder__Subset__None,br,3,0,5,8,ScoreVector,auprc_micro,0.3
PreOrder__Subset__None,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
PreOrder__Subset__None,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
ecc,br,7,0,1,8,ScoreVector,auprc_micro,0.3
ecc,cc,8,0,0,8,ScoreVector,auprc_micro,0.3
ecc,clr,2,0,6,8,ScoreVector,auprc_micro,0.3
lp,br,5,0,3,8,ScoreVector,auprc_micro,0.3
lp,cc,4,0,4,8,ScoreVector,auprc_micro,0.3
lp,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
mlknn,br,0,0,8,8,ScoreVector,auprc_micro,0.3
mlknn,cc,0,0,8,8,ScoreVector,auprc_micro,0.3
mlknn,clr,0,0,8,8,ScoreVector,auprc_micro,0.3
PartialOrder__Hamming__2,br,0,8,0,8,ScoreVector,coverage,0.0
PartialOrder__Hamming__2,cc,1,0,7,8,ScoreVector,coverage,0.0
PartialOrder__Hamming__2,clr,3,0,5,8,ScoreVector,coverage,0.0
PartialOrder__Hamming__None,br,0,8,0,8,ScoreVector,coverage,0.0
PartialOrder__Hamming__None,cc,1,0,7,8,ScoreVector,coverage,0.0
PartialOrder__Hamming__None,clr,3,0,5,8,ScoreVector,coverage,0.0
PartialOrder__Subset__2,br,0,8,0,8,ScoreVector,coverage,0.0
PartialOrder__Subset__2,cc,1,0,7,8,ScoreVector,coverage,0.0
PartialOrder__Subset__2,clr,3,0,5,8,ScoreVector,coverage,0.0
PartialOrder__Subset__None,br,0,8,0,8,ScoreVector,coverage,0.0
PartialOrder__Subset__None,cc,1,0,7,8,ScoreVector,coverage,0.0
PartialOrder__Subset__None,clr,3,0,5,8,ScoreVector,coverage,0.0
PreOrder__Hamming__2,br,0,8,0,8,ScoreVector,coverage,0.0
PreOrder__Hamming__2,cc,1,0,7,8,ScoreVector,coverage,0.0
PreOrder__Hamming__2,clr,3,0,5,8,ScoreVector,coverage,0.0
PreOrder__Hamming__None,br,0,8,0,8,ScoreVector,coverage,0.0
PreOrder__Hamming__None,cc,1,0,7,8,ScoreVector,coverage,0.0
PreOrder__Hamming__None,clr,3,0,5,8,ScoreVector,coverage,0.0
PreOrder__Subset__2,br,0,8,0,8,ScoreVector,coverage,0.0
PreOrder__Subset__2,cc,1,0,7,8,ScoreVector,coverage,0.0
PreOrder__Subset__2,clr,3,0,5,8,ScoreVector,coverage,0.0
PreOrder__Subset__None,br,0,8,0,8,ScoreVector,coverage,0.0
PreOrder__Subset__None,cc,1,0,7,8,ScoreVector,coverage,0.0
PreOrder__Subset__None,clr,3,0,5,8,ScoreVector,coverage,0.0
ecc,br,7,0,1,8,ScoreVector,coverage,0.0
ecc,cc,6,0,2,8,ScoreVector,coverage,0.0
ecc,clr,6,0,2,8,ScoreVector,coverage,0.0
lp,br,3,0,5,8,ScoreVector,coverage,0.0
lp,cc,1,0,7,8,ScoreVector,coverage,0.0
lp,clr,1,0,7,8,ScoreVector,coverage,0.0
mlknn,br,0,0,8,8,ScoreVector,coverage,0.0
mlknn,cc,0,0,8,8,ScoreVector,coverage,0.0
mlknn,clr,0,0,8,8,ScoreVector,coverage,0.0
PartialOrder__Hamming__2,br,3,0,5,8,ScoreVector,coverage,0.1
PartialOrder__Hamming__2,cc,5,0,3,8,ScoreVector,coverage,0.1
PartialOrder__Hamming__2,clr,1,0,7,8,ScoreVector,coverage,0.1
PartialOrder__Hamming__None,br,3,0,5,8,ScoreVector,coverage,0.1
PartialOrder__Hamming__None,cc,5,0,3,8,ScoreVector,coverage,0.1
PartialOrder__Hamming__None,clr,1,0,7,8,ScoreVector,coverage,0.1
PartialOrder__Subset__2,br,3,0,5,8,ScoreVector,coverage,0.1
PartialOrder__Subset__2,cc,5,0,3,8,ScoreVector,coverage,0.1
PartialOrder__Subset__2,clr,1,0,7,8,ScoreVector,coverage,0.1
PartialOrder__Subset__None,br,3,0,5,8,ScoreVector,coverage,0.1
PartialOrder__Subset__None,cc,5,0,3,8,ScoreVector,coverage,0.1
PartialOrder__Subset__None,clr,1,0,7,8,ScoreVector,coverage,0.1
PreOrder__Hamming__2,br,3,0,5,8,ScoreVector,coverage,0.1
PreOrder__Hamming__2,cc,5,0,3,8,ScoreVector,coverage,0.1
PreOrder__Hamming__2,clr,1,0,7,8,ScoreVector,coverage,0.1
PreOrder__Hamming__None,br,3,0,5,8,ScoreVector,coverage,0.1
PreOrder__Hamming__None,cc,5,0,3,8,ScoreVector,coverage,0.1
PreOrder__Hamming__None,clr,1,0,7,8,ScoreVector,coverage,0.1
PreOrder__Subset__2,br,3,0,5,8,ScoreVector,coverage,0.1
PreOrder__Subset__2,cc,5,0,3,8,ScoreVector,coverage,0.1
PreOrder__Subset__2,clr,1,0,7,8,ScoreVector,coverage,0.1
PreOrder__Subset__None,br,3,0,5,8,ScoreVector,coverage,0.1
PreOrder__Subset__None,cc,5,0,3,8,ScoreVector,coverage,0.1
PreOrder__Subset__None,clr,1,0,7,8,ScoreVector,coverage,0.1
ecc,br,8,0,0,8,ScoreVector,coverage,0.1
ecc,cc,8,0,0,8,ScoreVector,coverage,0.1
ecc,clr,3,0,5,8,ScoreVector,coverage,0.1
lp,br,2,0,6,8,ScoreVector,coverage,0.1
lp,cc,2,0,6,8,ScoreVector,coverage,0.1
lp,clr,0,0,8,8,ScoreVector,coverage,0.1
mlknn,br,0,0,8,8,ScoreVector,coverage,0.1
mlknn,cc,0,0,8,8,ScoreVector,coverage,0.1
mlknn,clr,0,0,8,8,ScoreVector,coverage,0.1
PartialOrder__Hamming__2,br,6,0,2,8,ScoreVector,coverage,0.2
PartialOrder__Hamming__2,cc,1,0,7,8,ScoreVector,coverage,0.2
PartialOrder__Hamming__2,clr,0,0,8,8,ScoreVector,coverage,0.2
PartialOrder__Hamming__None,br,6,0,2,8,ScoreVector,coverage,0.2
PartialOrder__Hamming__None,cc,1,0,7,8,ScoreVector,coverage,0.2
PartialOrder__Hamming__None,clr,0,0,8,8,ScoreVector,coverage,0.2
PartialOrder__Subset__2,br,6,0,2,8,ScoreVector,coverage,0.2
PartialOrder__Subset__2,cc,1,0,7,8,ScoreVector,coverage,0.2
PartialOrder__Subset__2,clr,0,0,8,8,ScoreVector,coverage,0.2
PartialOrder__Subset__None,br,6,0,2,8,ScoreVector,coverage,0.2
PartialOrder__Subset__None,cc,1,0,7,8,ScoreVector,coverage,0.2
PartialOrder__Subset__None,clr,0,0,8,8,ScoreVector,coverage,0.2
PreOrder__Hamming__2,br,6,0,2,8,ScoreVector,coverage,0.2
PreOrder__Hamming__2,cc,1,0,7,8,ScoreVector,coverage,0.2
PreOrder__Hamming__2,clr,0,0,8,8,ScoreVector,coverage,0.2
PreOrder__Hamming__None,br,6,0,2,8,ScoreVector,coverage,0.2
PreOrder__Hamming__None,cc,1,0,7,8,ScoreVector,coverage,0.2
PreOrder__Hamming__None,clr,0,0,8,8,ScoreVector,coverage,0.2
PreOrder__Subset__2,br,6,0,2,8,ScoreVector,coverage,0.2
PreOrder__Subset__2,cc,1,0,7,8,ScoreVector,coverage,0.2
PreOrder__Subset__2,clr,0,0,8,8,ScoreVector,coverage,0.2
PreOrder__Subset__None,br,6,0,2,8,ScoreVector,coverage,0.2
PreOrder__Subset__None,cc,1,0,7,8,ScoreVector,coverage,0.2
PreOrder__Subset__None,clr,0,0,8,8,ScoreVector,coverage,0.2
ecc,br,8,0,0,8,ScoreVector,coverage,0.2
ecc,cc,8,0,0,8,ScoreVector,coverage,0.2
ecc,clr,2,0,6,8,ScoreVector,coverage,0.2
lp,br,5,0,3,8,ScoreVector,coverage,0.2
lp,cc,4,0,4,8,ScoreVector,coverage,0.2
lp,clr,0,0,8,8,ScoreVector,coverage,0.2
mlknn,br,0,0,8,8,ScoreVector,coverage,0.2
mlknn,cc,0,0,8,8,ScoreVector,coverage,0.2
mlknn,clr,0,0,8,8,ScoreVector,coverage,0.2
PartialOrder__Hamming__2,br,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Hamming__2,cc,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Hamming__2,clr,0,0,8,8,ScoreVector,coverage,0.3
PartialOrder__Hamming__None,br,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Hamming__None,cc,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Hamming__None,clr,0,0,8,8,ScoreVector,coverage,0.3
PartialOrder__Subset__2,br,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Subset__2,cc,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Subset__2,clr,0,0,8,8,ScoreVector,coverage,0.3
PartialOrder__Subset__None,br,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Subset__None,cc,5,0,3,8,ScoreVector,coverage,0.3
PartialOrder__Subset__None,clr,0,0,8,8,ScoreVector,coverage,0.3
PreOrder__Hamming__2,br,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Hamming__2,cc,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Hamming__2,clr,0,0,8,8,ScoreVector,coverage,0.3
PreOrder__Hamming__None,br,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Hamming__None,cc,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Hamming__None,clr,0,0,8,8,ScoreVector,coverage,0.3
PreOrder__Subset__2,br,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Subset__2,cc,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Subset__2,clr,0,0,8,8,ScoreVector,coverage,0.3
PreOrder__Subset__None,br,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Subset__None,cc,5,0,3,8,ScoreVector,coverage,0.3
PreOrder__Subset__None,clr,0,0,8,8,ScoreVector,coverage,0.3
ecc,br,8,0,0,8,ScoreVector,coverage,0.3
ecc,cc,8,0,0,8,ScoreVector,coverage,0.3
ecc,clr,2,0,6,8,ScoreVector,coverage,0.3
lp,br,3,0,5,8,ScoreVector,coverage,0.3
lp,cc,4,0,4,8,ScoreVector,coverage,0.3
lp,clr,0,0,8,8,ScoreVector,coverage,0.3
mlknn,br,0,0,8,8,ScoreVector,coverage,0.3
mlknn,cc,0,0,8,8,ScoreVector,coverage,0.3
mlknn,clr,0,0,8,8,ScoreVector,coverage,0.3
PartialOrder__Hamming__2,br,0,8,0,8,ScoreVector,lr_ap,0.0
PartialOrder__Hamming__2,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PartialOrder__Hamming__2,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PartialOrder__Hamming__None,br,0,8,0,8,ScoreVector,lr_ap,0.0
PartialOrder__Hamming__None,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PartialOrder__Hamming__None,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PartialOrder__Subset__2,br,0,8,0,8,ScoreVector,lr_ap,0.0
PartialOrder__Subset__2,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PartialOrder__Subset__2,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PartialOrder__Subset__None,br,0,8,0,8,ScoreVector,lr_ap,0.0
PartialOrder__Subset__None,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PartialOrder__Subset__None,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PreOrder__Hamming__2,br,0,8,0,8,ScoreVector,lr_ap,0.0
PreOrder__Hamming__2,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PreOrder__Hamming__2,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PreOrder__Hamming__None,br,0,8,0,8,ScoreVector,lr_ap,0.0
PreOrder__Hamming__None,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PreOrder__Hamming__None,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PreOrder__Subset__2,br,0,8,0,8,ScoreVector,lr_ap,0.0
PreOrder__Subset__2,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PreOrder__Subset__2,clr,4,0,4,8,ScoreVector,lr_ap,0.0
PreOrder__Subset__None,br,0,8,0,8,ScoreVector,lr_ap,0.0
PreOrder__Subset__None,cc,2,0,6,8,ScoreVector,lr_ap,0.0
PreOrder__Subset__None,clr,4,0,4,8,ScoreVector,lr_ap,0.0
ecc,br,7,0,1,8,ScoreVector,lr_ap,0.0
ecc,cc,6,0,2,8,ScoreVector,lr_ap,0.0
ecc,clr,6,0,2,8,ScoreVector,lr_ap,0.0
lp,br,1,0,7,8,ScoreVector,lr_ap,0.0
lp,cc,1,0,7,8,ScoreVector,lr_ap,0.0
lp,clr,1,0,7,8,ScoreVector,lr_ap,0.0
mlknn,br,0,0,8,8,ScoreVector,lr_ap,0.0
mlknn,cc,0,0,8,8,ScoreVector,lr_ap,0.0
mlknn,clr,0,0,8,8,ScoreVector,lr_ap,0.0
PartialOrder__Hamming__2,br,4,0,4,8,ScoreVector,lr_ap,0.1
PartialOrder__Hamming__2,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PartialOrder__Hamming__2,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PartialOrder__Hamming__None,br,4,0,4,8,ScoreVector,lr_ap,0.1
PartialOrder__Hamming__None,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PartialOrder__Hamming__None,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PartialOrder__Subset__2,br,4,0,4,8,ScoreVector,lr_ap,0.1
PartialOrder__Subset__2,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PartialOrder__Subset__2,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PartialOrder__Subset__None,br,4,0,4,8,ScoreVector,lr_ap,0.1
PartialOrder__Subset__None,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PartialOrder__Subset__None,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PreOrder__Hamming__2,br,4,0,4,8,ScoreVector,lr_ap,0.1
PreOrder__Hamming__2,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PreOrder__Hamming__2,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PreOrder__Hamming__None,br,4,0,4,8,ScoreVector,lr_ap,0.1
PreOrder__Hamming__None,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PreOrder__Hamming__None,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PreOrder__Subset__2,br,4,0,4,8,ScoreVector,lr_ap,0.1
PreOrder__Subset__2,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PreOrder__Subset__2,clr,1,0,7,8,ScoreVector,lr_ap,0.1
PreOrder__Subset__None,br,4,0,4,8,ScoreVector,lr_ap,0.1
PreOrder__Subset__None,cc,5,0,3,8,ScoreVector,lr_ap,0.1
PreOrder__Subset__None,clr,1,0,7,8,ScoreVector,lr_ap,0.1
ecc,br,8,0,0,8,ScoreVector,lr_ap,0.1
ecc,cc,8,0,0,8,ScoreVector,lr_ap,0.1
ecc,clr,5,0,3,8,ScoreVector,lr_ap,0.1
lp,br,1,0,7,8,ScoreVector,lr_ap,0.1
lp,cc,1,0,7,8,ScoreVector,lr_ap,0.1
lp,clr,0,0,8,8,ScoreVector,lr_ap,0.1
mlknn,br,0,0,8,8,ScoreVector,lr_ap,0.1
