,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9995915124698332,0.9999999997022853,0.9997990318849446,0.8662735320762012,0.9999990582611465,0.4651166784152555,0.9999388186168536,0.010927476248342782,0.02574768462765753,7.21030938759526e-05,0.020931544274429448,0.4651166784152555,0.09514625666984788
PartialOrder__Hamming__None,0.9995915124698332,1.0,0.993412019440266,1.0,0.23505184480831076,0.9635873619835709,0.04651498158028311,0.8926061973377406,0.00017550464692950296,0.0005442489538346473,3.56890776487262e-07,0.00041256244528586894,0.04651498158028311,0.0033752216829040504
PartialOrder__Subset__2,0.9999999997022853,0.993412019440266,1.0,0.9958819669439543,0.9635873619835709,0.999999999922727,0.686471066532405,0.9999997601718112,0.03151665331235953,0.06724390012647263,0.00031150086762454787,0.05607470701154926,0.686471066532405,0.2051897386198851
PartialOrder__Subset__None,0.9997990318849446,1.0,0.9958819669439543,1.0,0.26760109203991544,0.9738010855703088,0.05607470701154926,0.9153793148254069,0.0002342723104022948,0.0007151011561215004,5.109935572455981e-07,0.0005442489538346473,0.05607470701154926,0.00430716933051456
PreOrder__Hamming__2,0.8662735320762012,0.23505184480831076,0.9635873619835709,0.26760109203991544,1.0,0.993412019440266,0.9999982412543745,0.9992166671806773,0.7853957753690319,0.904435500537061,0.10341407454071638,0.8798852374795941,0.9999982412543745,0.9898314189634262
PreOrder__Hamming__None,0.9999990582611465,0.9635873619835709,0.999999999922727,0.9738010855703088,0.993412019440266,1.0,0.8517792631878888,0.9999999999829716,0.07348940567576567,0.14229106593968943,0.0010688760521145868,0.12165239270087158,0.8517792631878888,0.35999673810951527
PreOrder__Subset__2,0.4651166784152555,0.04651498158028311,0.686471066532405,0.05607470701154926,0.9999982412543745,0.8517792631878888,1.0,0.9430586072825576,0.9848135790459124,0.9975245186835158,0.4008046928405046,0.9958819669439543,1.0,0.9999844263185558
PreOrder__Subset__None,0.9999388186168536,0.8926061973377406,0.9999997601718112,0.9153793148254069,0.9992166671806773,0.9999999999829716,0.9430586072825576,1.0,0.14229106593968943,0.25099429041743515,0.0029830009976998806,0.21978219162798152,0.9430586072825576,0.5318137731112567
br,0.010927476248342782,0.00017550464692950296,0.03151665331235953,0.0002342723104022948,0.7853957753690319,0.07348940567576567,0.9848135790459124,0.14229106593968943,1.0,0.9999999999829716,0.9975245186835158,0.9999999999995828,0.9848135790459124,0.9999944539027681
cc,0.02574768462765753,0.0005442489538346473,0.06724390012647263,0.0007151011561215004,0.904435500537061,0.14229106593968943,0.9975245186835158,0.25099429041743515,0.9999999999829716,1.0,0.9848135790459124,1.0,0.9975245186835158,0.9999999787302003
clr,7.21030938759526e-05,3.56890776487262e-07,0.00031150086762454787,5.109935572455981e-07,0.10341407454071638,0.0010688760521145868,0.4008046928405046,0.0029830009976998806,0.9975245186835158,0.9848135790459124,1.0,0.9898314189634262,0.4008046928405046,0.8798852374795941
ecc,0.020931544274429448,0.00041256244528586894,0.05607470701154926,0.0005442489538346473,0.8798852374795941,0.12165239270087158,0.9958819669439543,0.21978219162798152,0.9999999999995828,1.0,0.9898314189634262,1.0,0.9958819669439543,0.9999998869625356
lp,0.4651166784152555,0.04651498158028311,0.686471066532405,0.05607470701154926,0.9999982412543745,0.8517792631878888,1.0,0.9430586072825576,0.9848135790459124,0.9975245186835158,0.4008046928405046,0.9958819669439543,1.0,0.9999844263185558
mlknn,0.09514625666984788,0.0033752216829040504,0.2051897386198851,0.00430716933051456,0.9898314189634262,0.35999673810951527,0.9999844263185558,0.5318137731112567,0.9999944539027681,0.9999999787302003,0.8798852374795941,0.9999998869625356,0.9999844263185558,1.0
