algorithm,avg_rank
PreOrder__Hamming__None,1.8888888888888888
PreOrder__Hamming__2,2.3333333333333335
PreOrder__Subset__None,2.5555555555555554
PreOrder__Subset__2,3.2222222222222223
PartialOrder__Subset__None,6.055555555555555
PartialOrder__Hamming__None,6.333333333333333
PartialOrder__Hamming__2,6.666666666666667
PartialOrder__Subset__2,6.944444444444445
