algorithm,avg_rank
PartialOrder__Hamming__2,1.3333333333333333
PartialOrder__Subset__2,1.7777777777777777
PartialOrder__Hamming__None,3.111111111111111
PartialOrder__Subset__None,3.7777777777777777
PreOrder__Hamming__2,5.333333333333333
PreOrder__Subset__2,5.666666666666667
PreOrder__Hamming__None,7.333333333333333
PreOrder__Subset__None,7.666666666666667
