Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.6788588588588589,0.016802439156302296
RF,CLR,subset0_1,0.07675675675675675,0.024323656981169305
RF,CLR,f1,0.48079450879450847,0.03249698206207221
XGBoost,CLR,hamming_accuracy,0.6762762762762763,0.014650223324505057
XGBoost,CLR,subset0_1,0.09405405405405406,0.0210247958858592
XGBoost,CLR,f1,0.519424567424567,0.026682899658951067
ETC,CLR,hamming_accuracy,0.6766966966966967,0.014599166352251164
ETC,CLR,subset0_1,0.07891891891891892,0.023531283196129023
ETC,CLR,f1,0.4818512798512795,0.024210826497828342
LightGBM,CLR,hamming_accuracy,0.67009009009009,0.013533651994671993
LightGBM,CLR,subset0_1,0.0846846846846847,0.023630409096583788
LightGBM,CLR,f1,0.49368511368511325,0.030814170394304643
