Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.6306906906906906,0.018756055754483757
RF,CLR,subset0_1,0.03855855855855856,0.0216995592321796
RF,CLR,f1,0.3288082368082368,0.050562238978326436
XGBoost,CLR,hamming_accuracy,0.6347147147147147,0.017950423761257127
XGBoost,CLR,subset0_1,0.06306306306306307,0.0203850603585311
XGBoost,CLR,f1,0.431197769197769,0.03593053804163092
ETC,CLR,hamming_accuracy,0.6336336336336337,0.014104526805786648
ETC,CLR,subset0_1,0.04972972972972973,0.022808277331094286
ETC,CLR,f1,0.3652809952809952,0.0337713393898463
LightGBM,CLR,hamming_accuracy,0.6287687687687687,0.016850459698361367
LightGBM,CLR,subset0_1,0.05369369369369369,0.024636633708305888
LightGBM,CLR,f1,0.42296582296582275,0.042678806727560435
