Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.9153479836410077,0.0009082991273451207
RF,CLR,subset0_1,0.0,0.0
RF,CLR,f1,0.0,0.0
XGBoost,CLR,hamming_accuracy,0.915922944973693,0.001043326938710376
XGBoost,CLR,subset0_1,0.018996950256561607,0.005136911162024466
XGBoost,CLR,f1,0.02044519005234789,0.005102089299041189
ETC,CLR,hamming_accuracy,0.915370988011838,0.0008976463049124609
ETC,CLR,subset0_1,0.000322061191626409,0.0006441223832528181
ETC,CLR,f1,0.000322061191626409,0.0006441223832528181
